Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_city,age,python_yn,R_yn,excel_yn,AWS_yn,SQL_yn
Clinical Lab Scientist-MICROBIOLOGY-SIGN ON BONUS,"$21-$34 Per Hour
(Glassdoor Est.)","$2000.00 SIGN ON BONUS
(Bonus program parameters apply)

Edward-Elmhurst Health includes three hospitals — Edward Hospital, Elmhurst Hospital, and Linden Oaks Behavioral Health — and an extensive ambulatory care network that provides comprehensive healthcare to residents of the west and southwest suburbs of Chicago.

Edward-Elmhurst Health provides comprehensive healthcare at more than 60 locations in the suburbs of Chicago. Our success has always been — and always will be — driven by our most talented, reliable, compassionate and skilled people, who genuinely believe in delivering top quality care to our patients and their families. At Edward-Elmhurst Health, you will also experience a vibrant culture and an atmosphere of nurturing support and leadership.

Be DRIVEN to join our over 8,000 employees, 1,700 staff physicians and 1,800 volunteers who want to provide safe, seamless and personalized care every day for our patients, our families and our communities.

Job Summary: Performs various clinical laboratory tests in one or more sections of the Laboratory in order to obtain data for use in diagnosis and treatment of disease.

Hours: Full-time 5pm-1:30am; Includes weekend/holiday rotation

Required:
Associate's degree or higher in Medical Technology or Clinical Laboratory Science
Ability to accurately collect and analyze test results, and to perceive similarities and differences in color
Registration with the American Society of Clinical Pathology (ASCP), National Credentialing Agency (NCA) or equivalent
Preferred:
Bachelor’s Degree
Microbiology experience
*Benefits offered by Edward-Elmhurst Health include:
Medical, dental, and vision
401K
Tuition reimbursement
Paid time off
Fitness center membership
Plus many other Employee Perks",-1.0,Edward Hospital,"Elmhurst, IL",1001 to 5000 Employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,0,21,34,27.5,Edward Hospital,Elmhurst,-1,0,0,0,0,0
Postdoctoral Appointee - Building Scientist,"$55K-$85K
(Glassdoor Est.)","Position Description

Collaborates with a multidisciplinary team in the development of fundamental building science, building-to-grid integration, and urban science. Innovates in the development and deployment of physics-based and data analytic tools and technologies for building systems, whole buildings, energy systems, and urban systems. Communicates impactful research outcomes through internal reports, peer-reviewed publications, and conference presentations.

The candidate is expected to have a strong engineering background with demonstrated experience in building science and building energy modeling, especially in uncertainty quantification.

Position Requirements
PhD in architecture, architectural engineering, or mechanical engineering. Research experience in building science and building energy modeling.
Experience with building energy modeling using EnergyPlus and/or OpenStudio
Knowledge of conventional and emerging building modeling tools and techniques.
Knowledge of fundamental building sciences.
Experience with building energy modeling tools other than EnergyPlus/OpenStudio
Experience with uncertainty quantification of system models
Experience in working with multidisciplinary research teams.
Experience with modern scientific computing methods for large scale simulations on high performance computing infrastructure for building energy modeling and uncertainty quantification.
Experience in establishing research collaborations
Excellent oral and written communication skills.
Ability to think strategically and work independently.
Experience supervising research work
Experience with developing machine learning and data-analytic tools.
Knowledge of relevant DOE Office funding mechanisms and strategic outlook
A successful candidate must have the ability to model Argonne’s Core Values: Impact, Safety, Respect, Integrity, and Teamwork.
As an equal employment opportunity and affirmative action employer, and in accordance with our core values of impact, safety, respect, integrity and teamwork, Argonne National Laboratory is committed to a diverse and inclusive workplace that fosters collaborative scientific discovery and innovation. In support of this commitment, Argonne encourages minorities, women, veterans and individuals with disabilities to apply for employment. Argonne considers all qualified applicants for employment without regard to age, ancestry, citizenship status, color, disability, gender, gender identity, genetic information, marital status, national origin, pregnancy, race, religion, sexual orientation, veteran status or any other characteristic protected by law.

Argonne employees, and certain guest researchers and contractors, are subject to particular restrictions related to participation in Foreign Government Talent Recruitment Programs, as defined and detailed in United States Department of Energy Order 486.1. You will be asked to disclose any such participation in the application phase for review by Argonne’s Legal Department.",4.5,"Argonne National Laboratory
4.5","Lemont, IL",1001 to 5000 Employees,1946,Nonprofit Organization,Federal Agencies,Government,Unknown / Non-Applicable,0,0,55,85,70.0,"Argonne National Laboratory
",Lemont,74,0,0,1,0,0
"Education Research Scientist/Analyst, AD-1730-00","$56K-$79K
(Glassdoor Est.)","This position is located in the U.S. Department of Education. Candidates selected for this position will serve as a Research Scientist/Analyst in the Institute of Education Sciences (IES).

Basic Requirements: A. Degree that included or was supplemented by at least 24 semester hours of coursework in a field related to the work of the position to be filled (as presented in the description of duties), of which at least one course was in research methods and at least two courses were in statistics. OR B. Combination of education and experience - (including at least 24 semester hours in a field related to the work of the position to be filled, including at least one course in research methods and two courses in statistics, plus appropriate experience or additional education). The experience must have demonstrated (1) a thorough knowledge of the principles underlying the work of this series, and (2) understanding, both theoretical and practical, of the methods and techniques applied in performing work in this series.

The incumbent serves as an Education Research Scientist/Analyst in the Institute of Education Sciences (IES), U.S Department of Education. Incumbents will engage in one or more of the following: (1) develop plans for agency support of education research, evaluation, and statistics; (2) oversee research, evaluation, and statistics activities and programs carried out or funded by the agency; (3) conduct scientific reviews of research, evaluation, and statistics plans and products; (4) analyze data and synthesize information from education research and related areas; (5) prepare written products to convey research-based knowledge and information to a variety of audiences; (6) conduct evaluations of agency activities; (7) engage in dissemination and outreach activities, such as publishing scholarly work and attending scientific conferences; (8) monitor research grants or manage the scientific peer review of research grant competitions; and (9) consult with, or advise staff. SELECTIONS MAY ONLY BE MADE AFTER 30 DAYS OF THE OPENING DATE OF THIS ANNOUNCEMENT.

EDUCATION RESEARCH SCIENTIST/ANALYST requires a doctoral degree or equivalent experience in an appropriate field, and at least five years of experience pertinent to the needs of IES. Education Research Scientist requires demonstration of strong research skills and knowledge in an area of specialization. SPECIALIZED EXPERIENCE: Education Research Scientist must have at least 5 years of research experience in education-related fields (e.g., cognitive, developmental, educational, or social psychology, economics, education, statistics, postsecondary education); experience publishing in scientific peer-reviewed journals and reviewing for such journals.",3.0,"Institute of Education Sciences
3.0","Chicago, IL",51 to 200 Employees,-1,Government,Federal Agencies,Government,Less than $1 million (USD),0,0,56,79,67.5,"Institute of Education Sciences
",Chicago,-1,0,0,0,0,0
Senior Applied Data Engineer,"$90K-$162K
(Glassdoor Est.)","What we do

At Civis, we take a science-first approach to solving problems. With a blend of proprietary technology and statistical advisory services, we help public and private sector organizations find, understand and connect with the people they care about, so they can stop guessing and start using mathematical proof to guide decisions. We know others use “data science” and “analytics” as buzzwords, but at Civis we don’t stand for fluff, and we will always deliver scalable products and technologies — not PowerPoints — to drive your business forward. Learn more about Civis at www.civisanalytics.com.

Our mission

To democratize data science so organizations can stop guessing and make decisions based on numbers and scientific fact.

What we are looking for

Senior Applied Data Engineers are experts in creating elegant, maintainable, and extensible data pipelines and database architectures. They partner with Civis's Applied Data Science consultants -- the Applied Data Engineers make the data clean and available, and the Applied Data Scientists analyze and present the data to clients.

As a Senior Applied Data Engineer, you will be the go-to person for questions about how to handle new datasets. You will help scope and plan what we need to accomplish when starting data work with a new client. You will build maintainable and extensible ETL solutions for diverse data sources. You will advise Applied Data Scientists, mentor junior Applied Data Engineers, and be directly responsible for building some of Civis's most complex client-oriented data pipelines.

Civis Analytics values autonomy, and you will be trusted and expected to use your expertise to solve both technical and non-technical problems to create data solutions for Civis's clients.

**This is a temporary, full-time, salaried position with benefits slated to end Dec. 31, 2020. There is a possibility of extension if the business requires it.**

Due to the uncertainty of COVID-19, all Civis offices are closed and all employees are remote for the foreseeable future. This is being closely monitored as things change and it’s likely our offices will reopen. Because of this uncertainty, we want to ensure candidates are open to relocating to one of our offices in the future, but other locations may be negotiable.

Responsibilities
Ingest data using connectors built by our Engineering team and build new data connectors as required
Collaborate with clients and client-facing teams to define user requirements and database design specifications for our clients’ needs
Transform data based on business requirements
Apply data validation and/or software testing techniques to ensure data processes and pipelines are working properly
Create pipelines that deliver data error-free and on-time with features such as logging, fault tolerance, notifications, and scalability
Document and train others on data pipelines
Serve as a technical resource in resolving issues related to data pipelines
Work closely with client-facing teams
Mentor junior members of the Applied Data Engineering team
Project manage data pipeline construction and maintenance work
Minimum Requirements
Bachelor’s degree in an analytical subject (statistics, math, economics, physics, engineering, business, political or social science, computer science, etc)
5+ years of experience with database and ETL pipeline design
Experience leading data and/or software projects
Proficiency in Python and SQL
Ability to work as part of a cross-functional team to solve problems and build solutions
Strong communication and teamwork skills
Eagerness to constantly learn and teach others
Preferred Qualifications
Experience working on data pipelines in support of data analytics or data science applications
Significant experience with Python and SQL
Experience with software development practices including unit testing, version control, code review, and Agile development
Experience with technical project management
Mentorship and training experience
Familiarity with data and database technologies such as Redshift, Spark, S3, postgres, HDFS, etc., and with issues related to distributed systems.
Who we are

At Civis, we have opportunities for applicants who are newcomers, seasoned professionals, and anywhere in between. Our teams are energized by complex challenges and value diversity of thought. Opportunities to stand out and inspire happen daily and we trust and encourage you to act on your ideas – no matter how big they are. We offer you the tools and community you need to do your best work. Each of us is committed to holding ourselves accountable for results, challenging the status quo and finding new ways to grow our company and each other.

Why join our team?
The opportunity to be part of a growing tech startup focused on solving interesting and meaningful problems, invested in internal promotion, and committed to fostering a diverse, equal and inclusive workplace.
Competitive benefits, including unlimited PTO, 401K match with immediate vesting, health, dental, and vision benefits, paid parental leave, breastfeeding support including breastmilk shipping services for traveling moms, flexible work from home policy, commuter benefits, wellness initiatives including weekly group meditations, monthly on-site massage therapy, and pet insurance.
Civis Analytics embraces the individuality of our employees and we celebrate each other's differences. Our products, services, and culture benefit from and thrive on the unique perspectives brought by each person in our community. We're proud to be an equal opportunity workplace, and we are committed to equal employment opportunity regardless of race, age, sex, color, ancestry, religion, national origin, sexual orientation, gender identity, citizenship, marital status, disability, or Veteran status. If you have a disability or special need that requires accommodation, please contact internalrecruiting@civisanalytics.com

In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States.

EEO IS THE LAW

EEO Supplement

Pay Transparency",3.2,"Civis Analytics
3.2","Chicago, IL",51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),0,0,90,162,126.0,"Civis Analytics
",Chicago,7,1,0,0,0,1
Big Data Engineer,"$59K-$103K
(Glassdoor Est.)","Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm) Youll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges. Primary Responsibilities: Design, code, test, document, and maintain high-quality and scalable Big Data solutionsResearch, evaluate, and deploy new tools, frameworks and patterns to build sustainable Big Data platformIdentify gaps and opportunities for improvement of existing solutionsDefine and develop APIs for integration with various data sources in the enterpriseAnalyze and define customer requirementsAssist in defining product technical architectureMake accurate development effort estimates to assist management in project and resource planningCreate prototypes, proof-of-concepts & design and code reviews Collaborate with management, quality assurance, architecture, and other development teamsWrite technical documentation and participate in production supportKeep skills up to date through ongoing self-directed training The ideal candidate will be a self-starter who can learn things quickly who is enthusiastic, active, and eager to learn. Youll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.",3.4,"UnitedHealth Group
3.4","Downers Grove, IL",10000+ Employees,1977,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),0,0,59,103,81.0,"UnitedHealth Group
",Downers Grove,43,0,0,0,0,0
Clinical Lab Scientist-Generalist,"$21-$34 Per Hour
(Glassdoor Est.)","Edward-Elmhurst Health includes three hospitals — Edward Hospital, Elmhurst Hospital, and Linden Oaks Behavioral Health — and an extensive ambulatory care network that provides comprehensive healthcare to residents of the west and southwest suburbs of Chicago. Edward-Elmhurst Health provides comprehensive healthcare at more than 60 locations in the suburbs of Chicago. Our success has always been — and always will be — driven by our most talented, reliable, compassionate and skilled people, who genuinely believe in delivering top quality care to our patients and their families. At Edward-Elmhurst Health, you will also experience a vibrant culture and an atmosphere of nurturing support and leadership.

Be DRIVEN to join our over 8,000 employees, 1,700 staff physicians and 1,800 volunteers who want to provide safe, seamless and personalized care every day for our patients, our families and our communities.

Job Summary: Performs various clinical laboratory tests in one or more sections of the Laboratory in order to obtain data for use in diagnosis and treatment of disease.

Hours: Full-time 6am -2:30pm various shifts during the week; Includes weekend and holiday rotations

Required:
Associate's degree in Medical Technology or Clinical Laboratory Science
Ability to accurately collect and analyze test results, and to perceive similarities and differences in color
Registration with the American Society of Clinical Pathology (ASCP), National Credentialing Agency (NCA) or equivalent
Preferred:
Bachelor’s Degree
*Benefits offered by Edward-Elmhurst Health include:
Medical, dental, and vision
401K
Tuition reimbursement
Paid time off
Fitness center membership
Plus many other Employee Perks",-1.0,Edward Hospital,"Naperville, IL",1001 to 5000 Employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,0,21,34,27.5,Edward Hospital,Naperville,-1,0,0,0,0,0
RD2 Data Engineering Specialist / RD3 Data Engineer,"$82K-$108K
(Glassdoor Est.)","Position Description

The X-ray Science Division (XSD) of Argonne National Laboratory enables world-class research using x-rays by developing cutting edge X-ray instrumentation and techniques, and pursuing research in the physical, chemical, environmental, and materials sciences. To accomplish this mission, XSD fully operates 43 beamlines and is a partner in the operation of three more beamlines at the Advanced Photon Source (APS). We are currently seeking to fill an Data Engineering Specialist position.

Today, the APS collects approximately 10 PB of raw experimental data per year from approximately 100 sophisticated instruments performing work in a variety of scientific domains. Over the coming decade, the APS anticipates this annual data volume will increase by multiple orders-of-magnitude. This is an exciting opportunity to be at the forefront of solving data and computing solutions needed to answer pressing scientific questions that face the nation today.

The Data Engineering Specialist will be a part of a team developing the strategic direction for facility-wide data architectures and engage in hands-on activities related to the design, development, maintenance, and support of data management solutions for scientific instruments at the APS. The position works independently and collaboratively with staff, scientists, and external collaborators to deliver solutions, and may have project leadership responsibilities. Work may involve the development of computational techniques and software development for scientific data management, processing, and visualization, and utilize high-performance computing platforms.

Position Requirements

Knowledge, Skills, and Experience:
Knowledge and experience with scientific software development in Python or C++, and the ability to work under common Linux command shells.
Knowledge and experience with object-oriented programming and design patterns.
Knowledge and experience with software project management techniques such as revision control, build tools, and issue tracking.
A foundation in computer science, computational/data science, mathematics, physics or a related field.
Strong analytical and problem-solving skills.
Ability to think independently and innovatively to develop exceptional technical solutions.
Strong verbal and written communication skills, and a proven ability to write research reports and publications.
Strong organizational skills and attention to detail.
Ability to work independently and as part of a team, including the ability to interact well with external collaborators and represent the organization as a prime contact.
RD2 Requirements: Bachelor’s Degree and 5+ years of experience; Master’s and 3+ years; Doctorate and 0 years, or equivalent.
RD3 Requirements: Bachelor’s Degree and 8+ years of experience; Master’s and 5+ years; or Doctorate and 4+ years; or equivalent.

As an equal employment opportunity and affirmative action employer, and in accordance with our core values of impact, safety, respect, integrity and teamwork, Argonne National Laboratory is committed to a diverse and inclusive workplace that fosters collaborative scientific discovery and innovation. In support of this commitment, Argonne encourages minorities, women, veterans and individuals with disabilities to apply for employment. Argonne considers all qualified applicants for employment without regard to age, ancestry, citizenship status, color, disability, gender, gender identity, genetic information, marital status, national origin, pregnancy, race, religion, sexual orientation, veteran status or any other characteristic protected by law.

Argonne employees, and certain guest researchers and contractors, are subject to particular restrictions related to participation in Foreign Government Talent Recruitment Programs, as defined and detailed in United States Department of Energy Order 486.1. You will be asked to disclose any such participation in the application phase for review by Argonne’s Legal Department.
Back to top",4.5,"Argonne National Laboratory
4.5","Lemont, IL",1001 to 5000 Employees,1946,Nonprofit Organization,Federal Agencies,Government,Unknown / Non-Applicable,0,0,82,108,95.0,"Argonne National Laboratory
",Lemont,74,1,0,0,0,0
Senior Data Engineer,"$71K-$128K
(Glassdoor Est.)","The Senior Data Engineer will work within the data and the analytics team and partner with multiple businesses and various engineering teams (Platform, Security) to build high quality data pipelines. This individual will be responsible to integrate data from a variety of data sources utilizing cloud-based data structures (AWS) and determine/enhance existing data sources between internal and external stakeholders.
The things that you will tackle:
Solve complex data problems to deliver insights to help our businesses achieve their goals
Advise, consult and coach other data and analytic professionals on data standards and practices
Develop, implement and optimize streaming, data lake and analytics big data solutions
Create and execute testing including unit, integration and end-to-end tests of data pipelines
Foster a culture of sharing, re-use, design for scale stability and operational efficiency of data and analytical solutions
Adapt and learn new technologies in a quickly changing field
Create data products for analytics and engineering team members to improve their productivity
Recommend and implement best tools to ensure optimized data performance
Design, develop, optimize and maintain data architecture and pipelines that adhere to HIMSS principles and business goals
Lead evaluation, implementation and deployment of emerging tools & process for analytic data engineering to improve our productivity as a team

Bachelor’s degree in computer science or related field.
Minimum of five (5) years of application development and implementation experience.
Experience with SQL, Big Data, ETL programming and development within

Our talent anywhere philosophy allows employees the flexibility to work virtually on an as-needed or permanent basis.
Competitive, comprehensive healthcare coverage.
Generous paid time off, including time off to volunteer!
401K with employer match and profit sharing.
Be Well! Lifestyle reimbursement program.
Tuition reimbursement and professional development programs.
Are you a Changemaker?
We’ll do amazing things for healthcare.
HIMSS is an Equal Opportunity Employer: M/F/Vets/Disabled",3.1,"HIMSS
3.1","Chicago, IL",201 to 500 Employees,1961,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,0,71,128,99.5,"HIMSS
",Chicago,59,0,0,0,1,1
Sr. Data Engineer (Consulting),"$81K-$145K
(Glassdoor Est.)","At West Monroe, our people are our business.
We pride ourselves on bringing a different mindset to consulting—and that takes a different approach: highly collaborative, flexible, and tenacious.
Our people-first, highly collaborative culture is core to our identity. It’s something we care about, and something we strive to enrich and preserve. No hierarchies. No silos. No egos. Just smart ideas, and the drive to make an impact for our clients.
Every day our clients rely on us to help them tackle their greatest challenges, by strategically deploying technology through a business-focused and industry-specific lens. We bring together both the right knowledge and the right approach, so that they can capitalize on opportunities and deliver real results. That takes the right team. And that’s where you come in.
Ready for the next step on your career journey?

West Monroe is seeking an experienced Business Intelligence (BI) Senior Consultant to join our emerging Advanced Analytics Practice in the Chicago office developing technology solutions for our clients in the data warehousing and BI space. This is an excellent opportunity to work within our Information Management team with Fortune 250 clients developing BI strategy and roadmaps, implementing new customer facing reporting and analytics platforms, while gaining exposure to a variety of industries including healthcare, insurance, manufacturing, E&U, and professional services.  Candidates will need to demonstrate in-depth understanding and prior experience in Microsoft SQL Server Integration Services, ETL development, and reporting solutions.

Responsibilities:Work closely with our clients as part of a development team to evaluate requirements and develop business intelligence and data warehousing solutionsDesign and develop data warehouse database schemasDesign and develop extract, transform, and load (ETL) mappings, procedures, and schedules Coordinate activities with data source application owners to ensure integration and data integrityDesign and develop reports, dashboards, KPIs, and data extracts
Qualifications:Minimum 4+ years of hands on professional development experienceStrong technical experience in ETL tools (Informatica, IBM DataStage, or Microsoft Integration Services), database platforms (Oracle or SQL Server), and reporting tool (IBM Cognos, SAP Business Objects, Microsoft Reporting Services, or Microstrategy) Experience with the Microsoft SQL Server platform (version 2008 or later) is requiredGood knowledge of standard concepts, best practices, and procedures within a data warehousing and business intelligence environmentExcellent organizational and communication skills to work in a fast-paced environment and manage and prioritize multiple tasks simultaneouslyAbility to work well in a team of 2 – 5 consultantsAbility to travel 50% nationally Ready to get started? Join our team and make an impact.

Sr. Data Engineer (Consulting)

222 W Adams St, 11th Floor
Chicago, Illinois, 60606
United States
At West Monroe, our people are our business.

We pride ourselves on bringing a different mindset to consulting—and that takes a different approach: highly collaborative, flexible, and tenacious.

Our people-first, highly collaborative culture is core to our identity. It’s something we care about, and something we strive to enrich and preserve. No hierarchies. No silos. No egos. Just smart ideas, and the drive to make an impact for our clients.

Every day our clients rely on us to help them tackle their greatest challenges, by strategically deploying technology through a business-focused and industry-specific lens. We bring together both the right knowledge and the right approach, so that they can capitalize on opportunities and deliver real results. That takes the right team. And that’s where you come in.

Ready for the next step on your career journey?

West Monroe is seeking an experienced Business Intelligence (BI) Senior Consultant to join our emerging Advanced Analytics Practice in the Chicago office developing technology solutions for our clients in the data warehousing and BI space. This is an excellent opportunity to work within our Information Management team with Fortune 250 clients developing BI strategy and roadmaps, implementing new customer facing reporting and analytics platforms, while gaining exposure to a variety of industries including healthcare, insurance, manufacturing, E&U, and professional services.  Candidates will need to demonstrate in-depth understanding and prior experience in Microsoft SQL Server Integration Services, ETL development, and reporting solutions.
Responsibilities:
Work closely with our clients as part of a development team to evaluate requirements and develop business intelligence and data warehousing solutions
Design and develop data warehouse database schemas
Design and develop extract, transform, and load (ETL) mappings, procedures, and schedules
Coordinate activities with data source application owners to ensure integration and data integrity
Design and develop reports, dashboards, KPIs, and data extracts

Qualifications:
Minimum 4+ years of hands on professional development experience
Strong technical experience in ETL tools (Informatica, IBM DataStage, or Microsoft Integration Services), database platforms (Oracle or SQL Server), and reporting tool (IBM Cognos, SAP Business Objects, Microsoft Reporting Services, or Microstrategy)
Experience with the Microsoft SQL Server platform (version 2008 or later) is required
Good knowledge of standard concepts, best practices, and procedures within a data warehousing and business intelligence environment
Excellent organizational and communication skills to work in a fast-paced environment and manage and prioritize multiple tasks simultaneously
Ability to work well in a team of 2 – 5 consultants
Ability to travel 50% nationally
Ready to get started? Join our team and make an impact.

.

West Monroe Partners is an Equal Employment Opportunity Employer -
We believe in treating each employee and applicant for employment fairly and with dignity. We base our employment decisions on merit, experience, and potential, without regard to race, color, national origin, sex, sexual orientation, gender identity, marital status, age, religion, disability, veteran status, or any other characteristic prohibited by federal, state or local law.",4.2,"West Monroe Partners
4.2","Chicago, IL",1001 to 5000 Employees,2002,Company - Private,Consulting,Business Services,$100 to $500 million (USD),0,0,81,145,113.0,"West Monroe Partners
",Chicago,18,0,0,1,0,1
Advanced Data Engineer,"$60K-$115K
(Glassdoor Est.)","Position Summary

The Advanced Data Engineer is a key position within the Data Management
team, responsible for the design, development, test and implementation of
best-in-class ETL/Data Processing solutions for the organization. This is an
advanced role that will be engaged in all phases of the Data Enablement
lifecycle, and will be called upon to mentor less experienced team members as
necessary. Successful candidate will have a proven track record demonstrating
in-depth technical and business knowledge.
Key Accountabilities
Design, develop and maintain SSIS ETL packages
using SSIS and MS SQL Server 2016 or higher.
Support/enhance/create ETL packages to address
AML ETL business requirements, ensuring all related ETL processes meets
best-in-class standards offering high performance. Responsible to address all
ETL defects related to AML data loads.
Required to work in other areas of Data
Warehousing ETL efforts as needed.
Primary resource for AML ETL Production Support,
address all Audit Related questions with respect to AML ETL processes.
Create/Enhance technical documentation and
ensuring all documentation is up to date.
Serves as resource to internal and third-party
team members on escalated issues and analyzing and designing specifications for
less experienced team members
Pursues self-development and effective
relationships with others by sharing resources, information, and knowledge with
coworkers and customers. Seeks opportunities to deliver continuous process
improvement
Bachelor’s degree with 7 experience or Master’s degree with 5 years’ experience in Computer Science, Engineering, Math, or other quantitative field.
7 years’ experience in Data Engineering - designing, implementing data persistence, data processing and MS SQL Server DW Solutions.
Experience in designing and building complete ETL/SSIS processes moving and transforming data for ODS, Staging, Data Warehousing and Data Marts.
Proficient in T-SQL development (complex queries, stored procedures and user defined functions) and performance tuning.
Experience with dynamic package configurations, error handling, checkpoints, auditing and balancing using SSIS and T-SQL Stored Procedures.
Support and maintain the existing ETL processes (SSIS) and SQL Server Data Warehouse for operational and analytical applications.
Strong understanding of DW concepts including 3NF and Dimensional data models.
Experience with processing semi structured and unstructured files using SSIS ETL tool with custom C# coding.
Perform peer reviews and take ownership of the ETL processes to ensure quality of data in data warehouse and downstream data marts.
Experience with building CICD pipelines for SSIS ETL packages using Visual Studio and Azure DevOps is a plus.
Experience with source control repository system such as TFS or GIT is preferred.
Efficiently work in Agile environment. Familiarity with tracking tools such as JIRA is a plus.
Experience with running python programs using SSIS and visual studio is a plus.
Experience working on Banking and Financial domain is preferred.
Proven ability to work within a team environment and interacting with data professionals and business data SME’s throughout the organization
Desire to work in a fast growing environment with strong time management ability
Demonstrates strong analytical and problem solving skills.
Must be self-directed and have excellent initiative and organization skills.
Proven track record of meeting commitments with the highest standards of ethics and integrity.
Founded in 1991 with the idea to be the alternative to the big banks, Wintrust has since grown into a financial services company with more than $36 billion in assets, headquartered in Rosemont, Illinois. Through our multiple companies and divisions, we provide traditional community banking and commercial banking services, wealth management solutions, commercial and life insurance premium financing, mortgage origination, and short-term accounts receivable financing and certain administrative services, such as data processing of payrolls, billing, and treasury management services. We provide community-oriented personal and business banking services to customers located in the greater Chicagoland area, northwest Indiana, and southern Wisconsin through more than 175 community bank locations.

We provide an engaging, dynamic work environment, an excellent compensation package including 401k, employee stock purchase plan, medical/dental, life insurance and more!

Wintrust Financial Corporation, including community banking and financial services subsidiaries, is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, citizenship status, sex, sexual orientation, gender identity and expressions, genetic information, marital status, age, disability, or status as a covered veteran. We request applicants refrain from disclosing current or historical compensation information during the recruitment process; any disclosed detail will not be taken into account as applicants are considered for employment.",4.0,"Wintrust Financial
4.0","Rosemont, IL",1001 to 5000 Employees,1991,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),0,0,60,115,87.5,"Wintrust Financial
",Rosemont,29,1,0,1,0,1
Senior Data Engineer,"$79K-$147K
(Glassdoor Est.)","Numerator is looking for a Senior Data Engineer who is a Big Data enthusiast and has a passion for working with an interesting robust set of data. This person will work in our platform to help ensure that our data quality is flawless. As a company, we have millions of new data points every day that come into our system. You will be working with a passionate team of engineers to solve challenging problems and ensure that we can deliver the best data to our customers, on-time. You will be using the latest cloud data warehouse technologies to build robust and reliable data pipelines.

Duties/Responsibilities Include
Develop expertise in the different upstream data stores and systems across Numerator
Design, develop and maintain data integration pipelines for Numerators growing data sets and product offerings
Collaborate with product and engineering teams to take requirements from prototype to production
Build data validation testing frameworks to ensure high data quality and integrity
Write and maintain documentation on data pipelines and schemas
Requirements
Bachelors degree in Computer Science or related field of study required; Masters degree preferred
5 + years of experience in the data warehouse space
Knowledge of software engineering best practices across the development lifecycle, coding standards, code reviews, source management, build processes, testing, and operations
Knowledge of and experience implementing data security and governance best practices
Expert in SQL, including advanced analytical queries, window functions, CTEs and query optimization
Advanced proficiency in Python (data structures, algorithms, object oriented programming, using APIs)Experience administering a cloud data warehouse (Redshift, Snowflake, Vertica)
Experience with a data pipeline scheduling framework (Airflow)
Experience with schema design and dimensional data modeling
Exceptional candidates will have
Amazon Web Services (EC2, DMS, RDS) experience
Terraform and/or ansible (or similar) for infrastructure deployment
Airflow -- Experience building and monitoring DAGs, developing custom operators and using script templating solutions
Experience supporting production systems and developing on-call/incident management playbooks
Ability to work with team members located in multiple geographies and time zones.
Curious and interested in learning about the latest in data warehouse technology Interest and willingness to mentor junior team members
What we offer you
An inclusive and collaborative company culture - we work in an open environment while working together to get things done, and adapt to the changing needs as they come.
An opportunity to have an impact in a technologically data driven company.
Ownership over platforms and environments of an industry leading product.
Market competitive total compensation package.
Volunteer time off and charitable donation matching.
Strong support for career growth, including mentorship programs, leadership training, access to conferences and employee resource groups.
Regular hackathons to build your own projects and Engineering Lunch and Learns.
Great benefits package including health/vision/dental, unlimited PTO, 401k matching, travel reimbursement and more.
If this sounds like something you would like to be part of, we’d love for you to apply! Don't worry if you think that you don't meet all the qualifications here. The tools, technology, and methodologies we use are constantly changing and we value talent and interest over specific experience.

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",4.1,"Numerator
4.1","Chicago, IL",1001 to 5000 Employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,79,147,113.0,"Numerator
",Chicago,16,1,0,0,0,1
